roadNr,roadSegments,date
A7,"[{'direction': 'positive', 'startX': 456001.42, 'startY': 6047990.01, 'endX': 454572.84, 'endY': 6048715.8, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 56, 'averageSpeed': 54.41, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 456001.42, 'startY': 6047990.01, 'endX': 454572.84, 'endY': 6048715.8, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 62, 'averageSpeed': 51.4, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A8,"[{'direction': 'positive', 'startX': 514383.5, 'startY': 6143702.82, 'endX': 504356, 'endY': 6128366.78, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 67, 'averageSpeed': 85.52, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 514383.5, 'startY': 6143702.82, 'endX': 504356, 'endY': 6128366.78, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 47, 'averageSpeed': 86.36, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
1607,"[{'direction': 'negative', 'startX': 472325.76, 'startY': 6242151.85, 'endX': 472382.75, 'endY': 6243371.75, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 11.2, 'trafficType': 'queuing'}, {'direction': 'positive', 'startX': 472325.76, 'startY': 6242151.85, 'endX': 472382.75, 'endY': 6243371.75, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:28.000+0000
A6,"[{'direction': 'positive', 'startX': 516092.51, 'startY': 6101892.37, 'endX': 518174.23, 'endY': 6103470.88, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 101, 'averageSpeed': 61.47, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 516092.51, 'startY': 6101892.37, 'endX': 518010.63, 'endY': 6103368.31, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 159, 'averageSpeed': 63.13, 'trafficType': 'normal'}]",2023-11-12T15:00:05.000+0000
175,"[{'direction': 'negative', 'startX': 562867.52, 'startY': 6174810.8, 'endX': 567900.96, 'endY': 6183211.01, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 95.47, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 562867.52, 'startY': 6174810.8, 'endX': 567900.96, 'endY': 6183211.01, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 7, 'averageSpeed': 90.07, 'trafficType': 'normal'}]",2023-11-12T15:01:16.000+0000
1218,"[{'direction': 'negative', 'startX': 564538.82, 'startY': 6142456.17, 'endX': 567295.54, 'endY': 6142568.6, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 51.4, 'trafficType': 'slow'}, {'direction': 'positive', 'startX': 564538.82, 'startY': 6142456.17, 'endX': 567295.54, 'endY': 6142568.6, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
1912,"[{'direction': 'positive', 'startX': 430255.24, 'startY': 6071775.43, 'endX': 427166.45, 'endY': 6071926.49, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 430255.24, 'startY': 6071775.43, 'endX': 427166.45, 'endY': 6071926.49, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 49.6, 'trafficType': 'slow'}]",2023-11-12T15:00:07.000+0000
3527,"[{'direction': 'positive', 'startX': 462665.09, 'startY': 6128027.01, 'endX': 463312.55, 'endY': 6126114.8, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 68.7, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 462665.09, 'startY': 6128027.01, 'endX': 463312.55, 'endY': 6126114.8, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:25.000+0000
A11,"[{'direction': 'negative', 'startX': 454549.62, 'startY': 6201495.5, 'endX': 453607.13, 'endY': 6202331.45, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 85, 'averageSpeed': 72.07, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 454549.62, 'startY': 6201495.5, 'endX': 453063.33, 'endY': 6202790.6, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 64, 'averageSpeed': 73.79, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
192,"[{'direction': 'positive', 'startX': 574511.01, 'startY': 6192172.74, 'endX': 575172.33, 'endY': 6196211.21, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 77.33, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 574511.01, 'startY': 6192172.74, 'endX': 575172.33, 'endY': 6196211.21, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 2, 'averageSpeed': 73.65, 'trafficType': 'heavy'}]",2023-11-12T15:01:17.000+0000
A9,"[{'direction': 'negative', 'startX': 469280.85, 'startY': 6189018.7, 'endX': 467095.38, 'endY': 6195128.48, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 86, 'averageSpeed': 93.31, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 469310.02, 'startY': 6189048.27, 'endX': 467109.42, 'endY': 6195136.28, 'winterSpeed': 120, 'summerSpeed': 110, 'numberOfVehicles': 71, 'averageSpeed': 95.12, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A15,"[{'direction': 'negative', 'startX': 588489.73, 'startY': 6019564.39, 'endX': 589591.34, 'endY': 6016345.86, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 8, 'averageSpeed': 63.55, 'trafficType': 'slow'}, {'direction': 'positive', 'startX': 588489.73, 'startY': 6019564.39, 'endX': 589591.29, 'endY': 6016343.88, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 9, 'averageSpeed': 57.82, 'trafficType': 'slow'}]",2023-11-12T15:01:16.000+0000
A16,"[{'direction': 'negative', 'startX': 534033.28, 'startY': 6049290.79, 'endX': 520396.29, 'endY': 6049641.89, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 43, 'averageSpeed': 86.11, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 534033.28, 'startY': 6049290.79, 'endX': 520396.29, 'endY': 6049641.89, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 15, 'averageSpeed': 83.72, 'trafficType': 'normal'}]",2023-11-12T15:00:48.000+0000
231,"[{'direction': 'negative', 'startX': 551664.4, 'startY': 6116435.53, 'endX': 549090.5, 'endY': 6123482.15, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 31, 'averageSpeed': 67.13, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 551664.4, 'startY': 6116435.53, 'endX': 549090.5, 'endY': 6123482.15, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 22, 'averageSpeed': 66.35, 'trafficType': 'normal'}]",2023-11-12T15:01:28.000+0000
202,"[{'direction': 'positive', 'startX': 576903.47, 'startY': 6048783.26, 'endX': 572230.66, 'endY': 6035261.36, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 17, 'averageSpeed': 76.46, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 576903.47, 'startY': 6048783.26, 'endX': 572230.66, 'endY': 6035261.36, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 36, 'averageSpeed': 80.93, 'trafficType': 'heavy'}]",2023-11-12T15:01:24.000+0000
A16,"[{'direction': 'positive', 'startX': 560243.52, 'startY': 6055564.62, 'endX': 560232.73, 'endY': 6055558.06, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 47, 'averageSpeed': 58.42, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 560241.22, 'startY': 6055559.63, 'endX': 560232.73, 'endY': 6055558.06, 'winterSpeed': 50, 'summerSpeed': 50, 'numberOfVehicles': 71, 'averageSpeed': 56.28, 'trafficType': 'normal'}]",2023-11-12T15:00:36.000+0000
A6,"[{'direction': 'negative', 'startX': 540541.45, 'startY': 6119146.77, 'endX': 546414.01, 'endY': 6122660.64, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 68, 'averageSpeed': 84.46, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 540541.45, 'startY': 6119146.77, 'endX': 546414.01, 'endY': 6122660.64, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 48, 'averageSpeed': 78.02, 'trafficType': 'heavy'}]",2023-11-12T15:00:59.000+0000
A1,"[{'direction': 'negative', 'startX': 475249.27, 'startY': 6119016.56, 'endX': 469076.1, 'endY': 6122470.5, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 231, 'averageSpeed': 64.55, 'trafficType': 'slow'}, {'direction': 'positive', 'startX': 475263.27, 'startY': 6119030.72, 'endX': 469084.22, 'endY': 6122488.74, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 134, 'averageSpeed': 106.55, 'trafficType': 'normal'}]",2023-11-12T15:02:04.000+0000
232,"[{'direction': 'positive', 'startX': 500663.45, 'startY': 6092877.47, 'endX': 511624.5, 'endY': 6108310.79, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 29, 'averageSpeed': 81.89, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 500663.45, 'startY': 6092877.47, 'endX': 511624.5, 'endY': 6108310.79, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 60, 'averageSpeed': 80.49, 'trafficType': 'heavy'}]",2023-11-12T15:01:24.000+0000
1506,"[{'direction': 'negative', 'startX': 527496.25, 'startY': 6117984.07, 'endX': 530789.05, 'endY': 6121374.05, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 63.3, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 527496.25, 'startY': 6117984.07, 'endX': 530789.05, 'endY': 6121374.05, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 53.3, 'trafficType': 'heavy'}]",2023-11-12T15:00:06.000+0000
A1,"[{'direction': 'negative', 'startX': 469076.1, 'startY': 6122470.5, 'endX': 450166.87, 'endY': 6131874.43, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 469084.22, 'startY': 6122488.74, 'endX': 450174.43, 'endY': 6131893.22, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
146,"[{'direction': 'positive', 'startX': 444485.42, 'startY': 6138074.53, 'endX': 442765.86, 'endY': 6133906.52, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 31, 'averageSpeed': 87.57, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 444485.42, 'startY': 6138074.53, 'endX': 442765.86, 'endY': 6133906.52, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 33, 'averageSpeed': 85.65, 'trafficType': 'normal'}]",2023-11-12T15:01:28.000+0000
A8,"[{'direction': 'negative', 'startX': 502097.62, 'startY': 6120483.63, 'endX': 498339.87, 'endY': 6111431.97, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 90, 'averageSpeed': 82.51, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 502097.62, 'startY': 6120483.63, 'endX': 498339.87, 'endY': 6111431.97, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 58, 'averageSpeed': 83.71, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
3019,"[{'direction': 'positive', 'startX': 493606.17, 'startY': 6154679.28, 'endX': 490793.14, 'endY': 6153898.79, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 493606.17, 'startY': 6154679.28, 'endX': 490793.14, 'endY': 6153898.79, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:33.000+0000
A16,"[{'direction': 'positive', 'startX': 520396.29, 'startY': 6049641.89, 'endX': 510916.97, 'endY': 6049261.44, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 35, 'averageSpeed': 85.21, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 520396.29, 'startY': 6049641.89, 'endX': 510898.37, 'endY': 6049263, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 36, 'averageSpeed': 85.23, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A4,"[{'direction': 'negative', 'startX': 566724.22, 'startY': 6047488.07, 'endX': 564092.9, 'endY': 6041130.21, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 144, 'averageSpeed': 78.42, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 566724.22, 'startY': 6047488.07, 'endX': 564092.9, 'endY': 6041130.21, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 57, 'averageSpeed': 82.9, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A8,"[{'direction': 'positive', 'startX': 522812.18, 'startY': 6170028.43, 'endX': 522545.07, 'endY': 6169102.22, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 50, 'averageSpeed': 79.53, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 522832.1, 'startY': 6170039.13, 'endX': 522545.07, 'endY': 6169102.22, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 58, 'averageSpeed': 82.01, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
3508,"[{'direction': 'negative', 'startX': 428095.55, 'startY': 6140860.8, 'endX': 428523.24, 'endY': 6138903.01, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 428095.55, 'startY': 6140860.8, 'endX': 428523.24, 'endY': 6138903.01, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 90.7, 'trafficType': 'normal'}]",2023-11-12T15:00:54.000+0000
A2,"[{'direction': 'positive', 'startX': 558344.87, 'startY': 6098124.92, 'endX': 552109.33, 'endY': 6121794.03, 'winterSpeed': 110, 'summerSpeed': 110, 'numberOfVehicles': 94, 'averageSpeed': 89.97, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 558326.46, 'startY': 6098117.7, 'endX': 552089.73, 'endY': 6121798.47, 'winterSpeed': 110, 'summerSpeed': 110, 'numberOfVehicles': 227, 'averageSpeed': 105.67, 'trafficType': 'normal'}]",2023-11-12T15:00:41.000+0000
151,"[{'direction': 'negative', 'startX': 491020.29, 'startY': 6205161.17, 'endX': 498275.33, 'endY': 6216816.11, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 15, 'averageSpeed': 86.27, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 491020.29, 'startY': 6205161.17, 'endX': 498275.33, 'endY': 6216816.11, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 15, 'averageSpeed': 100.59, 'trafficType': 'normal'}]",2023-11-12T15:01:29.000+0000
A5,"[{'direction': 'positive', 'startX': 462819.29, 'startY': 6054895.3, 'endX': 460275.51, 'endY': 6050395.77, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 140, 'averageSpeed': 96.99, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 462819.29, 'startY': 6054895.3, 'endX': 460730.45, 'endY': 6051010.76, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 217, 'averageSpeed': 87.65, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
174,"[{'direction': 'positive', 'startX': 548635.63, 'startY': 6124156.96, 'endX': 548533.51, 'endY': 6126372.79, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 10, 'averageSpeed': 72.94, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 548635.63, 'startY': 6124156.96, 'endX': 550447.58, 'endY': 6129968.7, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 10, 'averageSpeed': 77.2, 'trafficType': 'heavy'}]",2023-11-12T15:01:19.000+0000
A7,"[{'direction': 'positive', 'startX': 424325.9, 'startY': 6054875.34, 'endX': 420016.54, 'endY': 6056511.49, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 21, 'averageSpeed': 54.93, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 424325.9, 'startY': 6054875.34, 'endX': 420016.54, 'endY': 6056511.49, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 27, 'averageSpeed': 54.23, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A6,"[{'direction': 'positive', 'startX': 568146.12, 'startY': 6140412.7, 'endX': 579462.86, 'endY': 6145139.02, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 23, 'averageSpeed': 67.8, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 568146.12, 'startY': 6140412.7, 'endX': 579462.86, 'endY': 6145139.02, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 43, 'averageSpeed': 72.13, 'trafficType': 'heavy'}]",2023-11-12T15:01:14.000+0000
2832,"[{'direction': 'negative', 'startX': 600652.36, 'startY': 6113216.83, 'endX': 598386.36, 'endY': 6106587.97, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 63.45, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 600652.36, 'startY': 6113216.83, 'endX': 598386.36, 'endY': 6106587.97, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
203,"[{'direction': 'negative', 'startX': 437235.16, 'startY': 6207626.1, 'endX': 436734.98, 'endY': 6207941.04, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 59, 'averageSpeed': 88.51, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 437242.85, 'startY': 6207644.71, 'endX': 436734.98, 'endY': 6207941.04, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 38, 'averageSpeed': 84.82, 'trafficType': 'normal'}]",2023-11-12T15:01:30.000+0000
112,"[{'direction': 'positive', 'startX': 638270.46, 'startY': 6138697.02, 'endX': 645784.45, 'endY': 6138805.04, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 2, 'averageSpeed': 91.15, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 638270.46, 'startY': 6138697.02, 'endX': 645784.45, 'endY': 6138805.04, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 7, 'averageSpeed': 86.9, 'trafficType': 'normal'}]",2023-11-12T15:01:26.000+0000
123,"[{'direction': 'negative', 'startX': 576255.94, 'startY': 6209897.12, 'endX': 598578.32, 'endY': 6200847.6, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 12, 'averageSpeed': 91.64, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 576255.94, 'startY': 6209897.12, 'endX': 599265.39, 'endY': 6202705.72, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 8, 'averageSpeed': 81.55, 'trafficType': 'normal'}]",2023-11-12T15:01:20.000+0000
A1,"[{'direction': 'negative', 'startX': 498888.42, 'startY': 6088551.28, 'endX': 493028.6, 'endY': 6089091.41, 'winterSpeed': 80, 'summerSpeed': 80, 'numberOfVehicles': 570, 'averageSpeed': 91.97, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 498892.14, 'startY': 6088566.62, 'endX': 493035.25, 'endY': 6089110.9, 'winterSpeed': 80, 'summerSpeed': 80, 'numberOfVehicles': 473, 'averageSpeed': 90.31, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
4516,"[{'direction': 'negative', 'startX': 409428.12, 'startY': 6144956.88, 'endX': 410126.07, 'endY': 6149292.01, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 10, 'averageSpeed': 58.71, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 409428.12, 'startY': 6144956.88, 'endX': 410126.07, 'endY': 6149292.01, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 64.3, 'trafficType': 'heavy'}]",2023-11-12T15:00:18.000+0000
A1,"[{'direction': 'negative', 'startX': 417123.22, 'startY': 6148373.59, 'endX': 416107.76, 'endY': 6148892.86, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 185, 'averageSpeed': 110.72, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 417134.45, 'startY': 6148390.13, 'endX': 416114.56, 'endY': 6148911.83, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 104, 'averageSpeed': 109.51, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A6,"[{'direction': 'negative', 'startX': 588336.53, 'startY': 6149666.71, 'endX': 593673.54, 'endY': 6151776.86, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 52, 'averageSpeed': 102.62, 'trafficType': 'normal'}, {'direction': 'positive', 'startX': 588336.53, 'startY': 6149666.71, 'endX': 593673.54, 'endY': 6151776.86, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 92, 'averageSpeed': 104.44, 'trafficType': 'normal'}]",2023-11-12T15:01:23.000+0000
A1,"[{'direction': 'positive', 'startX': 372515.44, 'startY': 6167593.79, 'endX': 354832.29, 'endY': 6174923.27, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 152, 'averageSpeed': 101.56, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 372505.9, 'startY': 6167576.39, 'endX': 354820.09, 'endY': 6174906.95, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 120, 'averageSpeed': 108.23, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
4818,"[{'direction': 'negative', 'startX': 549668.3, 'startY': 6129835.55, 'endX': 548316.65, 'endY': 6130275.06, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 58.2, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 549668.3, 'startY': 6129835.55, 'endX': 548316.65, 'endY': 6130275.06, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 4, 'averageSpeed': 62.43, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
A2,"[{'direction': 'negative', 'startX': 552089.73, 'startY': 6121798.47, 'endX': 551515.96, 'endY': 6126399.48, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 193, 'averageSpeed': 106.28, 'trafficType': 'heavy'}, {'direction': 'positive', 'startX': 552109.33, 'startY': 6121794.03, 'endX': 551534.8, 'endY': 6126404.82, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 87, 'averageSpeed': 107.58, 'trafficType': 'heavy'}]",2023-11-12T15:00:59.000+0000
A8,"[{'direction': 'positive', 'startX': 504356, 'startY': 6128366.78, 'endX': 502097.62, 'endY': 6120483.63, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 504356, 'startY': 6128366.78, 'endX': 502097.62, 'endY': 6120483.63, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:00.000+0000
A6,"[{'direction': 'positive', 'startX': 520387.89, 'startY': 6107075.25, 'endX': 540541.45, 'endY': 6119146.77, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 43, 'averageSpeed': 82.19, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 520387.89, 'startY': 6107075.25, 'endX': 540541.45, 'endY': 6119146.77, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 55, 'averageSpeed': 76.81, 'trafficType': 'heavy'}]",2023-11-12T15:00:36.000+0000
3206,"[{'direction': 'positive', 'startX': 372258.15, 'startY': 6192945.09, 'endX': 375408.82, 'endY': 6190050.43, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 2, 'averageSpeed': 68, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 372258.15, 'startY': 6192945.09, 'endX': 375408.82, 'endY': 6190050.43, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}]",2023-11-12T15:00:07.000+0000
115,"[{'direction': 'positive', 'startX': 548682.1, 'startY': 6124192.36, 'endX': 552094.68, 'endY': 6121810.3, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 10, 'averageSpeed': 33.6, 'trafficType': 'slow'}, {'direction': 'negative', 'startX': 548682.1, 'startY': 6124192.36, 'endX': 552094.68, 'endY': 6121810.3, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 18, 'averageSpeed': 36.92, 'trafficType': 'slow'}]",2023-11-12T15:01:18.000+0000
130,"[{'direction': 'positive', 'startX': 495386.92, 'startY': 6054296.45, 'endX': 500070.24, 'endY': 6032301.5, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 75, 'averageSpeed': 84.38, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 495386.92, 'startY': 6054296.45, 'endX': 500070.24, 'endY': 6032301.5, 'winterSpeed': 90, 'summerSpeed': 90, 'numberOfVehicles': 36, 'averageSpeed': 84.38, 'trafficType': 'normal'}]",2023-11-12T15:01:25.000+0000
A1,"[{'direction': 'positive', 'startX': 335616.2, 'startY': 6180676.72, 'endX': 329551, 'endY': 6179162.23, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 280, 'averageSpeed': 104.78, 'trafficType': 'heavy'}, {'direction': 'negative', 'startX': 335614.61, 'startY': 6180659.86, 'endX': 329556.27, 'endY': 6179146.3, 'winterSpeed': 130, 'summerSpeed': 110, 'numberOfVehicles': 230, 'averageSpeed': 106.88, 'trafficType': 'heavy'}]",2023-11-12T15:00:00.000+0000
4512,"[{'direction': 'positive', 'startX': 419712.77, 'startY': 6143795.59, 'endX': 421878.82, 'endY': 6143699.32, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 0, 'averageSpeed': None, 'trafficType': 'normal'}, {'direction': 'negative', 'startX': 419712.77, 'startY': 6143795.59, 'endX': 421878.82, 'endY': 6143699.32, 'winterSpeed': 70, 'summerSpeed': 70, 'numberOfVehicles': 1, 'averageSpeed': 78.9, 'trafficType': 'normal'}]",2023-11-12T15:00:34.000+0000
